Customer Reference ID,Item Purchased,Purchase Amount (USD),Date Purchase,Review Rating,Payment Method
3969,Sun Hat,,12-04-2023,4.8,Credit Card
4069,Loafers,53,14-02-2023,1.5,Credit Card
4074,Coat,50,07-04-2023,1.5,Credit Card
3985,Polo Shirt,32,19-01-2023,4.1,Credit Card
3984,Belt,,20-11-2022,1.5,Cash
4113,Pajamas,119,15-09-2023,2.1,Credit Card
4113,Cardigan,132,14-03-2023,,Credit Card
3983,Wallet,19,22-09-2023,2.4,Cash
4100,Tank Top,197,29-05-2023,1.8,Cash
3967,Umbrella,13,27-07-2023,3.9,Credit Card
4086,Belt,145,29-10-2022,3.5,Cash
3983,Handbag,,14-03-2023,4.1,Cash
3999,Cardigan,170,25-05-2023,1.6,Cash
4118,Tank Top,67,04-12-2022,3.1,Cash
3987,Flip-Flops,98,22-07-2023,1.8,Cash
4009,Skirt,36,11-11-2022,4,Cash
4049,Hoodie,160,27-08-2023,2.4,Cash
3997,Skirt,26,27-06-2023,4,Cash
4031,Hoodie,86,24-08-2023,3,Cash
4070,Backpack,126,23-07-2023,1.8,Credit Card
4086,Jeans,162,01-07-2023,3.5,Cash
4084,Flip-Flops,121,23-04-2023,4,Cash
3982,Tie,44,12-05-2023,,Credit Card
3996,Skirt,135,04-03-2023,1.9,Credit Card
4122,Kimono,58,27-04-2023,4.7,Credit Card
4050,Poncho,,26-07-2023,4.1,Credit Card
4042,Tunic,113,19-01-2023,3.6,Cash
3992,Flip-Flops,,09-05-2023,1.2,Credit Card
3988,Polo Shirt,43,20-03-2023,1,Cash
4008,Skirt,15,18-04-2023,5,Credit Card
4069,Handbag,53,04-12-2022,3.6,Credit Card
4063,Bowtie,,12-07-2023,4.4,Cash
3958,Trench Coat,19,30-01-2023,4.4,Cash
4019,Slippers,173,09-01-2023,,Cash
4078,Dress,146,16-03-2023,3.4,Credit Card
4044,Wallet,162,08-08-2023,1.5,Credit Card
4030,Cardigan,179,12-06-2023,3,Credit Card
4086,Tie,,14-02-2023,3.9,Credit Card
4000,Scarf,22,19-08-2023,3.5,Credit Card
3978,Gloves,116,10-09-2023,,Credit Card
4025,Jumpsuit,41,15-07-2023,2.3,Cash
4052,Overalls,131,25-05-2023,4.3,Credit Card
4063,Sun Hat,62,22-04-2023,4.4,Credit Card
4049,Pajamas,171,09-07-2023,,Credit Card
4118,Shorts,,05-10-2022,4.9,Credit Card
4019,Socks,35,11-04-2023,2,Cash
3995,Onesie,79,18-09-2023,1.6,Credit Card
4092,Shorts,189,29-05-2023,2.6,Credit Card
4064,Raincoat,,27-10-2022,,Cash
4015,Overalls,36,05-01-2023,1.3,Cash
3992,Tie,168,03-02-2023,2.2,Credit Card
4066,Backpack,,22-09-2023,,Cash
4062,Romper,,03-06-2023,2.3,Cash
4061,Poncho,,01-06-2023,4.5,Credit Card
4074,Vest,,16-11-2022,3.4,Cash
4089,T-shirt,,06-07-2023,2.5,Cash
4049,Swimsuit,143,14-02-2023,,Cash
3964,Gloves,101,04-02-2023,2.3,Cash
4070,Trench Coat,85,05-10-2022,1.7,Credit Card
3994,Cardigan,,26-08-2023,4.2,Credit Card
3959,Sneakers,63,22-11-2022,2.1,Cash
4089,Wallet,133,17-07-2023,3.2,Credit Card
3974,Sandals,10,05-01-2023,4.4,Cash
3978,Blazer,,24-12-2022,3.2,Credit Card
4043,Tie,,15-10-2022,3.8,Cash
4037,Umbrella,,06-08-2023,3.2,Credit Card
4059,Boots,136,04-04-2023,4.6,Cash
3999,T-shirt,,11-05-2023,1.2,Credit Card
4068,Tie,,09-06-2023,2.7,Cash
3972,Dress,195,02-02-2023,2.1,Cash
4057,T-shirt,75,21-01-2023,,Cash
3966,Jeans,126,07-01-2023,,Credit Card
4121,Pants,85,14-12-2022,3.4,Cash
3995,Swimsuit,22,20-09-2023,2.9,Credit Card
4104,Flannel Shirt,,28-09-2023,2.4,Credit Card
3971,Poncho,,07-08-2023,2.1,Cash
4118,Loafers,,24-09-2023,3.2,Credit Card
4090,Leggings,183,04-06-2023,1.3,Credit Card
4032,Trousers,199,18-01-2023,3.6,Cash
4064,Coat,,16-09-2023,4.5,Cash
4059,Sunglasses,21,09-12-2022,1.1,Credit Card
4098,Belt,,17-01-2023,3.8,Cash
4034,Boots,,18-07-2023,4.8,Cash
4037,Sun Hat,94,27-04-2023,3,Cash
4045,Vest,122,27-02-2023,1,Cash
3959,Socks,78,11-02-2023,2.1,Cash
4028,Flip-Flops,33,22-10-2022,4.1,Cash
4092,Backpack,97,05-01-2023,3.2,Credit Card
4113,Vest,,16-07-2023,,Cash
3994,Sweater,126,09-12-2022,3.7,Credit Card
4060,Sunglasses,108,15-03-2023,3.1,Cash
4071,Belt,132,01-02-2023,2.6,Credit Card
4121,Blouse,176,24-12-2022,4.6,Cash
4009,Handbag,52,22-04-2023,2,Cash
4096,Pajamas,,25-05-2023,1.5,Cash
4116,Camisole,25,12-04-2023,3.6,Credit Card
4115,Hat,50,14-08-2023,4.9,Cash
4070,Vest,,01-08-2023,1.8,Credit Card
4045,Leggings,133,01-09-2023,1.5,Cash
4060,Flannel Shirt,183,05-01-2023,3.6,Cash
4007,Coat,166,11-02-2023,3.7,Cash
4034,Belt,101,25-12-2022,1.2,Credit Card
3978,Gloves,185,14-05-2023,4,Cash
3966,Skirt,196,01-06-2023,3.7,Cash
4094,Romper,43,31-01-2023,1.9,Credit Card
4042,Blouse,134,16-08-2023,3.3,Credit Card
4056,Trench Coat,,30-09-2023,3.9,Cash
3989,Shorts,21,22-12-2022,1.1,Credit Card
4090,Handbag,,24-01-2023,1.8,Cash
4095,Sunglasses,13,02-07-2023,3.9,Credit Card
4029,Vest,183,24-03-2023,4.5,Credit Card
4011,Tunic,200,31-08-2023,2.6,Credit Card
3980,Handbag,154,13-12-2022,3.7,Credit Card
4087,Sandals,181,25-10-2022,1.8,Credit Card
4098,Sun Hat,142,10-12-2022,1.8,Cash
4036,Coat,189,01-02-2023,4.5,Credit Card
4090,Leggings,120,18-09-2023,3.6,Credit Card
4044,Scarf,73,03-01-2023,4.8,Credit Card
4119,Hoodie,179,13-10-2022,2,Credit Card
3997,Hoodie,108,23-07-2023,1.6,Credit Card
3962,Jeans,,19-11-2022,4.3,Cash
3964,Belt,166,07-02-2023,3.1,Credit Card
4095,T-shirt,,19-09-2023,1.4,Cash
4108,Handbag,50,02-10-2022,2.1,Credit Card
4023,Jumpsuit,130,04-11-2022,4.1,Credit Card
4018,Slippers,52,06-05-2023,4.1,Cash
4034,Pants,,13-08-2023,,Credit Card
4065,Jeans,71,06-01-2023,2.2,Cash
4086,Flip-Flops,81,26-01-2023,1.8,Cash
3985,Romper,,30-12-2022,4.4,Credit Card
3972,Polo Shirt,174,23-06-2023,2.1,Credit Card
4052,Hoodie,70,21-02-2023,2.8,Cash
4023,Sunglasses,,01-03-2023,4.1,Cash
4117,Pajamas,156,11-12-2022,2.5,Credit Card
4086,Jeans,137,18-01-2023,3.2,Cash
4047,Poncho,40,03-03-2023,1.6,Credit Card
3988,Camisole,200,12-06-2023,2.5,Cash
3969,Blouse,36,04-09-2023,1.4,Credit Card
3988,Overalls,19,07-11-2022,3.1,Credit Card
4071,Handbag,10,07-08-2023,2.6,Cash
4033,Handbag,164,31-07-2023,,Cash
4103,Jumpsuit,173,27-06-2023,1.4,Cash
3958,Raincoat,140,17-12-2022,2,Cash
4073,Hat,177,09-08-2023,4.8,Credit Card
4043,Boots,97,06-10-2022,4.4,Cash
4017,Backpack,23,11-09-2023,4.7,Credit Card
4105,Gloves,126,06-06-2023,3.5,Cash
4101,Blazer,168,20-03-2023,1,Credit Card
4117,Socks,193,15-03-2023,2.3,Credit Card
4093,Polo Shirt,193,14-11-2022,3.2,Credit Card
4109,Boots,34,19-03-2023,1,Cash
4016,Camisole,66,16-02-2023,1.4,Cash
4046,Jumpsuit,,20-09-2023,4.1,Cash
4033,Pajamas,172,26-03-2023,4.2,Credit Card
4029,Jumpsuit,84,05-12-2022,3.5,Cash
4103,Sandals,105,19-04-2023,4.8,Cash
3992,Wallet,21,31-10-2022,2.4,Cash
4053,Sweater,136,16-05-2023,3.5,Cash
4090,Sneakers,,16-03-2023,2.3,Credit Card
4020,Hoodie,194,13-05-2023,2.4,Cash
3983,Pants,75,20-07-2023,3.1,Cash
4040,Handbag,58,20-09-2023,2.7,Cash
4089,Jeans,,09-08-2023,3.8,Credit Card
4106,Handbag,65,16-08-2023,4.6,Cash
4006,Slippers,58,06-11-2022,4.5,Credit Card
4049,Skirt,37,13-01-2023,2.6,Cash
4073,Shorts,21,11-07-2023,1.3,Credit Card
3982,Overalls,182,23-01-2023,4.9,Credit Card
3994,Loafers,125,04-12-2022,1.5,Cash
4065,Shorts,160,17-10-2022,1.9,Credit Card
4062,Skirt,44,03-10-2022,,Cash
3977,Pants,11,21-04-2023,4.7,Cash
3980,Cardigan,22,24-02-2023,5,Cash
3972,Sandals,120,04-02-2023,4.6,Cash
4065,Hat,133,19-01-2023,1.4,Cash
3990,Hoodie,55,11-09-2023,3.4,Credit Card
4078,Jacket,54,20-12-2022,,Credit Card
4011,Kimono,42,04-01-2023,3.4,Credit Card
4071,Swimsuit,,11-05-2023,4.8,Credit Card
3976,Scarf,165,18-08-2023,2.9,Credit Card
4051,Vest,139,18-12-2022,1.7,Cash
4091,Skirt,117,06-12-2022,3.9,Cash
4060,Kimono,187,11-06-2023,3,Credit Card
4107,Jeans,80,20-05-2023,4.2,Credit Card
4100,Tie,97,29-05-2023,1.4,Credit Card
4089,Jacket,125,29-05-2023,1.9,Cash
4058,Kimono,45,21-01-2023,1,Credit Card
4024,Handbag,189,14-01-2023,4.7,Credit Card
4106,Jacket,141,09-11-2022,3.2,Credit Card
4084,Scarf,189,02-05-2023,4,Cash
4119,Umbrella,90,18-06-2023,3.3,Cash
4065,Tie,151,25-09-2023,1.8,Cash
4069,Pajamas,61,19-10-2022,1.9,Credit Card
4082,Leggings,192,23-04-2023,,Cash
4063,Handbag,98,25-04-2023,4.3,Cash
3998,Bowtie,43,03-03-2023,2.2,Cash
3993,Coat,176,03-06-2023,,Cash
4086,Hat,55,16-10-2022,3.5,Cash
3989,Blazer,187,16-05-2023,,Cash
4081,T-shirt,191,03-10-2022,3.9,Cash
4074,Hat,,16-01-2023,4,Credit Card
3990,Wallet,132,14-07-2023,4.3,Cash
4088,Sunglasses,180,05-04-2023,3.8,Cash
4092,Handbag,182,28-10-2022,1.6,Cash
3987,Loafers,146,31-01-2023,1.7,Cash
4011,Dress,118,13-04-2023,,Credit Card
4073,Shorts,143,19-10-2022,4.4,Credit Card
4078,Trousers,,22-03-2023,1.3,Credit Card
3965,Raincoat,23,12-08-2023,1.3,Credit Card
3997,Onesie,61,11-03-2023,2.7,Credit Card
4100,Flip-Flops,51,27-12-2022,1.7,Credit Card
4051,Loafers,184,17-08-2023,3.9,Cash
3987,Polo Shirt,25,16-06-2023,3.1,Cash
4111,T-shirt,85,06-03-2023,3.4,Credit Card
4061,Coat,148,10-12-2022,3.3,Credit Card
3985,Flannel Shirt,,20-08-2023,2.8,Cash
3987,Poncho,36,26-02-2023,3.4,Credit Card
4051,Sandals,182,14-11-2022,1.9,Cash
4103,Shorts,67,21-10-2022,1.7,Credit Card
4031,Socks,153,25-08-2023,2.8,Cash
3967,Loafers,140,01-06-2023,3.4,Credit Card
4090,Jeans,188,29-09-2023,4.2,Cash
3996,Polo Shirt,180,03-03-2023,1.8,Cash
3987,Jeans,,29-10-2022,4.1,Cash
4052,Flannel Shirt,116,08-12-2022,1.4,Cash
4035,Trench Coat,185,12-06-2023,4.2,Credit Card
4052,Tunic,151,17-02-2023,1.2,Cash
4034,Pants,,11-10-2022,3.1,Credit Card
4032,Scarf,61,12-09-2023,3.2,Cash
4081,Swimsuit,123,29-08-2023,3.6,Cash
3964,Shorts,172,12-05-2023,4.3,Credit Card
3993,Scarf,175,01-06-2023,,Cash
3993,Jeans,160,07-04-2023,4.5,Credit Card
4107,Leggings,164,18-06-2023,2,Credit Card
4064,Blouse,,26-12-2022,,Credit Card
3969,Gloves,59,09-05-2023,3.2,Credit Card
4035,Hoodie,55,22-05-2023,,Credit Card
4029,Camisole,29,05-05-2023,1.3,Credit Card
4012,Tank Top,,11-12-2022,1.4,Cash
4003,Blouse,,10-04-2023,3.2,Cash
4082,Sneakers,106,20-07-2023,1.2,Credit Card
3957,Sneakers,,03-10-2022,4.4,Credit Card
3988,Onesie,77,10-05-2023,4.2,Credit Card
4097,Socks,,22-12-2022,1.4,Cash
4046,Hoodie,75,09-10-2022,2.8,Credit Card
3974,Raincoat,,22-10-2022,3.5,Cash
3968,Romper,49,04-02-2023,,Cash
4063,Sun Hat,,28-09-2023,2.8,Credit Card
4080,Backpack,162,27-04-2023,5,Credit Card
4103,Cardigan,,07-01-2023,1.1,Credit Card
4036,Overalls,167,19-06-2023,,Credit Card
4101,Poncho,87,06-09-2023,,Cash
4072,Kimono,156,02-04-2023,1.1,Cash
4043,Belt,28,22-08-2023,1.1,Credit Card
4053,Trench Coat,91,26-04-2023,4,Cash
4078,Vest,57,13-02-2023,3.3,Cash
4112,Socks,139,30-04-2023,,Credit Card
3990,Sandals,,07-11-2022,4.8,Cash
3992,Hat,113,23-02-2023,,Cash
4086,Socks,,22-07-2023,3.2,Credit Card
4119,Umbrella,64,19-05-2023,4.1,Credit Card
4074,Romper,94,15-02-2023,3.4,Cash
4072,Sneakers,65,12-03-2023,5,Credit Card
4071,Vest,168,02-08-2023,3.7,Cash
3995,Skirt,153,07-06-2023,3,Credit Card
4040,Slippers,176,28-08-2023,2.2,Cash
3979,Jumpsuit,,29-07-2023,3.2,Credit Card
4116,Slippers,124,16-01-2023,3.7,Cash
4116,Blazer,174,24-11-2022,2.1,Credit Card
4061,Coat,169,26-06-2023,4.1,Credit Card
4056,Scarf,20,21-01-2023,4.3,Cash
4016,Camisole,92,29-07-2023,3.5,Credit Card
4058,Kimono,39,24-09-2023,,Credit Card
4043,Belt,148,21-07-2023,1.2,Credit Card
4095,Bowtie,16,14-09-2023,1.1,Credit Card
3968,Belt,105,07-06-2023,1,Credit Card
4070,Loafers,140,23-07-2023,2,Credit Card
4028,Poncho,21,06-07-2023,2.4,Credit Card
4122,Sneakers,176,29-09-2023,3.1,Credit Card
3979,Leggings,,21-02-2023,2.6,Cash
3999,Flip-Flops,34,04-08-2023,1.9,Cash
3963,Skirt,,10-11-2022,2.1,Credit Card
4103,Loafers,147,10-02-2023,2.3,Cash
4118,Pajamas,170,04-08-2023,2.5,Cash
4036,Belt,,28-09-2023,4.1,Credit Card
4100,Socks,64,18-06-2023,1.2,Credit Card
4122,Sunglasses,118,08-05-2023,3.5,Cash
3988,Raincoat,62,19-10-2022,,Credit Card
4121,Swimsuit,189,30-07-2023,2.6,Credit Card
4100,Handbag,199,15-08-2023,3.2,Cash
3978,Jacket,175,12-03-2023,4.1,Credit Card
4006,Bowtie,28,11-03-2023,,Credit Card
4115,Coat,49,09-10-2022,3.5,Credit Card
4095,Dress,,23-02-2023,4.7,Cash
4104,Trench Coat,19,03-08-2023,1.3,Cash
3970,Sandals,,26-09-2023,1.2,Credit Card
4102,Slippers,,05-09-2023,2.6,Credit Card
4090,Tie,152,16-01-2023,1.5,Cash
4005,Cardigan,,14-12-2022,3.1,Credit Card
4078,Loafers,76,03-05-2023,,Cash
4085,Backpack,125,13-05-2023,2,Credit Card
3961,Flannel Shirt,120,02-03-2023,1.7,Cash
3987,Raincoat,109,20-01-2023,3,Credit Card
4093,Vest,146,06-12-2022,3.1,Cash
4003,Jeans,,08-12-2022,4.1,Cash
3961,Shorts,26,23-01-2023,1.3,Credit Card
4027,Hat,159,31-07-2023,1.6,Cash
4009,Leggings,,10-02-2023,,Cash
4019,Belt,101,15-04-2023,3.5,Credit Card
4105,Hat,37,22-11-2022,1.7,Cash
4070,Raincoat,185,07-12-2022,3.7,Credit Card
3978,Boots,32,22-11-2022,2.6,Credit Card
4093,Jacket,122,21-12-2022,2,Cash
4112,Scarf,179,09-07-2023,3.9,Cash
4039,Wallet,,28-07-2023,3.9,Credit Card
4059,Swimsuit,,27-09-2023,1.9,Credit Card
4107,Swimsuit,110,02-07-2023,4.1,Cash
3968,Pants,149,31-08-2023,,Credit Card
4082,Jumpsuit,172,09-11-2022,4.3,Credit Card
3962,Leggings,,05-09-2023,4.9,Credit Card
4044,Shorts,196,24-11-2022,2.4,Cash
4068,T-shirt,12,19-03-2023,4,Cash
4003,Leggings,152,13-08-2023,1.2,Cash
4063,Tank Top,,26-02-2023,1.9,Credit Card
3963,T-shirt,,16-07-2023,2.4,Cash
4092,Romper,110,24-03-2023,2.2,Cash
4038,Trousers,31,26-01-2023,4.6,Cash
4054,Scarf,199,07-02-2023,,Credit Card
4022,Overalls,98,10-10-2022,,Credit Card
3980,Sunglasses,175,04-10-2022,2.6,Cash
3986,Leggings,46,25-09-2023,2.2,Cash
3982,Gloves,,08-11-2022,4.3,Cash
4095,Sun Hat,74,03-01-2023,4.7,Credit Card
4000,Jacket,,17-09-2023,3.9,Cash
4030,Pajamas,,20-05-2023,3.2,Credit Card
3993,Cardigan,23,13-05-2023,1.7,Cash
4003,Loafers,150,24-09-2023,2.3,Cash
4022,Scarf,150,24-12-2022,2.9,Credit Card
3979,Flannel Shirt,,11-12-2022,1.2,Credit Card
3996,Scarf,74,08-01-2023,1.2,Cash
4035,Skirt,,31-07-2023,1.2,Cash
4061,Sun Hat,134,30-06-2023,2,Credit Card
4000,Sneakers,101,27-09-2023,1.8,Cash
3972,Romper,,06-03-2023,2.4,Credit Card
4114,Loafers,35,13-06-2023,2,Credit Card
4040,Wallet,27,04-03-2023,3.8,Credit Card
4003,Jacket,91,29-12-2022,1.9,Cash
3963,Sunglasses,94,24-08-2023,1.4,Cash
3971,Backpack,88,23-12-2022,,Credit Card
4033,Tie,49,25-03-2023,3.1,Cash
4056,Umbrella,103,23-04-2023,4.1,Credit Card
3982,Tunic,119,26-05-2023,3.4,Credit Card
4038,Belt,,17-06-2023,3.4,Cash
3993,Leggings,66,23-09-2023,1.8,Cash
4062,Leggings,174,10-06-2023,2.6,Cash
4039,Socks,102,03-11-2022,1.9,Credit Card
4023,Socks,,21-06-2023,4.4,Cash
4053,Sweater,132,15-06-2023,4.8,Credit Card
3987,Kimono,101,28-06-2023,3.4,Cash
3970,Kimono,134,13-12-2022,4,Credit Card
4008,Dress,54,06-12-2022,2.6,Credit Card
4018,Sneakers,30,14-01-2023,3,Cash
4109,Tie,45,20-05-2023,3.2,Cash
4107,Shorts,60,28-06-2023,4.6,Cash
4017,Shorts,170,27-08-2023,,Credit Card
4083,Bowtie,,08-07-2023,4.3,Cash
4087,Coat,,30-08-2023,1.1,Credit Card
4086,Loafers,,06-06-2023,4.1,Credit Card
4055,Leggings,17,31-10-2022,1.5,Credit Card
3986,Slippers,158,19-03-2023,4.7,Cash
4025,Pajamas,161,03-09-2023,2.5,Cash
3972,Boots,19,08-07-2023,3.8,Credit Card
4038,Sunglasses,149,27-02-2023,2.1,Cash
4075,Jeans,148,05-11-2022,1.5,Cash
4098,Cardigan,48,18-04-2023,2.7,Cash
4061,Jeans,67,26-06-2023,,Cash
3973,Backpack,160,27-10-2022,1.9,Credit Card
4080,Sunglasses,84,16-04-2023,4.2,Cash
3964,T-shirt,,24-09-2023,1.2,Credit Card
4061,Overalls,33,10-11-2022,1.3,Credit Card
4119,Cardigan,138,12-01-2023,3.1,Credit Card
4016,Blouse,,24-09-2023,2.1,Credit Card
3961,Vest,167,09-02-2023,1.9,Credit Card
4025,Dress,141,23-07-2023,2.9,Cash
4098,Polo Shirt,,26-08-2023,3.3,Credit Card
4107,Flannel Shirt,,09-04-2023,2.6,Credit Card
3982,Dress,154,25-04-2023,3.9,Cash
4020,Trousers,47,07-03-2023,3.4,Credit Card
4099,Backpack,133,29-05-2023,1.3,Cash
3989,Jeans,20,23-07-2023,2.3,Cash
4034,Jacket,134,04-08-2023,1.4,Credit Card
4102,Onesie,77,03-07-2023,3.8,Cash
4061,Skirt,20,17-02-2023,2.2,Credit Card
4071,Tie,142,20-04-2023,2.6,Credit Card
3978,Camisole,102,14-10-2022,4.3,Cash
4119,Blazer,126,14-09-2023,4.1,Cash
4085,Sneakers,20,17-03-2023,3,Cash
4009,Leggings,92,22-06-2023,2.7,Cash
3993,Tunic,,09-05-2023,1.2,Credit Card
4052,Raincoat,172,18-09-2023,1.5,Credit Card
4095,Vest,199,17-05-2023,4.1,Cash
4000,Hoodie,149,17-08-2023,,Credit Card
4019,Sun Hat,106,16-02-2023,,Credit Card
4094,Jumpsuit,103,19-07-2023,5,Cash
4065,Leggings,29,18-04-2023,1.8,Credit Card
4099,Kimono,106,08-01-2023,4.5,Cash
4072,Flip-Flops,67,14-09-2023,,Cash
3967,Sweater,100,06-07-2023,1.1,Cash
3957,Vest,98,02-02-2023,2.8,Cash
4075,Blazer,133,03-10-2022,4,Credit Card
4115,Tank Top,11,15-08-2023,,Credit Card
4031,Overalls,45,17-05-2023,1.9,Credit Card
3999,Kimono,68,19-12-2022,2.4,Cash
3957,Backpack,,13-01-2023,3,Cash
3972,Shorts,64,22-04-2023,3.3,Cash
4080,Swimsuit,,02-12-2022,4.4,Cash
4026,Flip-Flops,,27-10-2022,3.2,Cash
4110,Skirt,40,07-07-2023,3.5,Credit Card
4021,Jeans,116,01-11-2022,4.3,Credit Card
4054,Gloves,194,22-07-2023,4.9,Cash
4046,Sweater,,13-12-2022,2.2,Cash
4118,T-shirt,132,03-05-2023,4.2,Credit Card
4011,Blouse,51,13-11-2022,4.1,Cash
4106,Skirt,115,16-04-2023,1.9,Credit Card
4087,Leggings,,25-04-2023,4.7,Cash
4029,Tank Top,,08-12-2022,3.1,Cash
3968,Camisole,51,05-10-2022,1.8,Credit Card
3998,Belt,,21-11-2022,3.5,Credit Card
4093,Gloves,156,04-05-2023,1.4,Cash
4101,Coat,,16-03-2023,3.8,Credit Card
3974,Hoodie,,02-04-2023,,Credit Card
4033,Socks,142,14-03-2023,3,Cash
3979,Camisole,163,20-05-2023,3.3,Cash
4058,Swimsuit,173,17-09-2023,,Credit Card
3988,Polo Shirt,,18-06-2023,3.3,Credit Card
3992,T-shirt,179,28-04-2023,3.9,Cash
4099,Tank Top,31,21-02-2023,2,Credit Card
4028,Sweater,165,20-03-2023,2.6,Credit Card
4067,Sandals,133,14-06-2023,3.3,Cash
4010,Dress,,07-09-2023,2.7,Credit Card
4113,Shorts,163,26-06-2023,4.2,Cash
4086,Sweater,,24-04-2023,3.6,Cash
4038,Blazer,56,16-03-2023,3.6,Cash
4044,Jacket,140,18-03-2023,4,Credit Card
4119,Sandals,195,03-04-2023,4,Credit Card
4023,Trousers,126,11-06-2023,1.4,Credit Card
4072,Tank Top,27,31-03-2023,1.6,Cash
4026,Flip-Flops,108,22-11-2022,3.3,Cash
4019,Pajamas,,29-12-2022,3.3,Cash
4039,Sneakers,,09-02-2023,3.3,Cash
4044,Tank Top,139,30-05-2023,4.1,Credit Card
4010,Coat,48,10-05-2023,3.3,Cash
4074,Blouse,55,19-02-2023,4.4,Credit Card
4110,Slippers,167,04-10-2022,4.6,Credit Card
4041,Overalls,146,05-10-2022,4.4,Credit Card
3961,Shorts,40,28-10-2022,1.9,Credit Card
3991,Blouse,,17-04-2023,4.1,Credit Card
4122,Leggings,164,27-06-2023,3.3,Cash
3957,Pants,10,18-05-2023,1.2,Credit Card
4112,Tunic,183,23-03-2023,1.1,Cash
4078,Slippers,143,25-06-2023,1.6,Credit Card
3958,Tie,21,02-05-2023,2.8,Credit Card
3959,Handbag,119,30-06-2023,4.6,Credit Card
4001,Bowtie,133,08-12-2022,1.7,Cash
4062,Wallet,107,28-02-2023,3.2,Credit Card
4099,Shorts,199,16-09-2023,1.9,Cash
4082,Flannel Shirt,188,31-10-2022,2.3,Cash
4057,Flannel Shirt,118,02-04-2023,4.6,Credit Card
4094,Boots,,07-11-2022,4.6,Credit Card
3977,Sunglasses,69,02-05-2023,3.6,Cash
3976,Onesie,31,15-04-2023,1.1,Credit Card
4094,Wallet,149,31-03-2023,2.1,Credit Card
3964,Kimono,58,09-02-2023,,Credit Card
4070,Sneakers,,17-03-2023,2.6,Credit Card
3988,Leggings,11,25-11-2022,4.9,Credit Card
4047,Jumpsuit,40,19-12-2022,3.3,Cash
4053,Camisole,106,30-12-2022,1.1,Cash
4110,Onesie,186,10-02-2023,4.1,Cash
4048,Gloves,114,05-03-2023,4.1,Credit Card
4056,Hoodie,49,12-02-2023,1.6,Credit Card
4002,Sandals,159,06-11-2022,1.4,Cash
3959,Jumpsuit,147,21-06-2023,3.3,Cash
3988,Cardigan,103,30-07-2023,3.5,Credit Card
4075,Romper,184,11-08-2023,1.9,Credit Card
4051,Hoodie,62,31-05-2023,4.2,Credit Card
4006,Raincoat,152,02-03-2023,,Cash
4070,Sun Hat,104,04-10-2022,4.5,Cash
3959,Boots,133,14-12-2022,4.2,Credit Card
4013,Wallet,88,13-01-2023,2.3,Credit Card
3962,Backpack,190,13-01-2023,1.5,Credit Card
4028,Poncho,45,29-06-2023,4.1,Cash
4048,Scarf,178,28-04-2023,1.6,Cash
4006,Tank Top,,02-07-2023,4.1,Credit Card
3980,Jacket,189,08-05-2023,2.1,Credit Card
4114,Jacket,35,10-10-2022,4.4,Credit Card
4117,Kimono,112,21-06-2023,1.7,Cash
4034,Sweater,150,29-01-2023,1,Cash
4013,Scarf,185,13-03-2023,3.1,Credit Card
4016,T-shirt,51,30-05-2023,4.6,Credit Card
4083,Wallet,172,23-10-2022,5,Credit Card
4049,Scarf,,03-11-2022,4.9,Cash
3966,Overalls,,21-05-2023,1.8,Cash
4028,Pajamas,,12-10-2022,,Credit Card
4083,Socks,121,04-02-2023,3.4,Cash
4112,Kimono,,29-04-2023,4.3,Credit Card
4010,Skirt,104,09-01-2023,,Cash
3958,Trousers,,25-10-2022,2.5,Cash
4007,Scarf,,16-08-2023,,Cash
4120,Slippers,112,03-03-2023,1.3,Credit Card
4058,Tunic,143,16-02-2023,1.3,Credit Card
3985,Flannel Shirt,162,19-12-2022,1.2,Credit Card
4028,Trench Coat,,18-01-2023,1.7,Cash
4102,Leggings,54,21-06-2023,1.8,Credit Card
4085,Tunic,122,27-08-2023,2.8,Cash
4083,Blazer,,30-04-2023,1.6,Cash
4000,Romper,142,02-11-2022,1.9,Credit Card
4098,Overalls,18,29-12-2022,1.1,Credit Card
4006,Backpack,140,25-10-2022,2.8,Cash
4101,Pants,69,22-09-2023,1.6,Credit Card
4111,Trench Coat,182,21-03-2023,2.8,Cash
4101,Skirt,,26-10-2022,2.6,Credit Card
4001,Blouse,10,05-07-2023,3.7,Credit Card
3973,Gloves,32,11-08-2023,2.4,Cash
4107,Swimsuit,112,02-07-2023,1.4,Credit Card
3989,Pajamas,111,24-01-2023,3.9,Credit Card
3973,Bowtie,61,17-10-2022,4.7,Credit Card
3989,Flip-Flops,198,09-08-2023,4.9,Credit Card
4023,Trench Coat,33,21-02-2023,4.7,Credit Card
4102,Socks,195,06-11-2022,,Cash
4015,Jumpsuit,159,18-01-2023,1.1,Cash
4090,Vest,80,16-02-2023,3.7,Cash
4027,Socks,59,09-09-2023,4.9,Credit Card
4006,Jacket,113,25-07-2023,2.8,Cash
3962,Sneakers,76,08-10-2022,,Credit Card
4093,Belt,,27-07-2023,4.7,Credit Card
4114,Coat,153,11-05-2023,4.7,Cash
4021,Umbrella,,24-08-2023,4.7,Credit Card
4100,Blazer,39,04-11-2022,2.9,Credit Card
4073,Sunglasses,75,08-08-2023,2.9,Cash
3957,Backpack,157,02-06-2023,5,Cash
4066,Skirt,123,03-08-2023,3.7,Credit Card
4121,Pants,154,07-06-2023,,Credit Card
